2022-06-27 11:01:18:604  preprocess:磁钢信号预处理完成，位置标记：1
2022-06-27 11:16:25:356  preprocess:磁钢信号预处理完成，位置标记：1
2022-06-27 11:16:25:361  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-06-27 11:16:25:370  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-06-27 11:16:25:380  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:16:25:382  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:16:25:384  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:16:25:386  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:16:25:389  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:16:25:392  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:16:25:395  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:16:25:397  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:16:25:398  车速为：72.2513位置标记为：1
2022-06-27 11:16:25:405  vibrationCalculate:计算完成, 位置标记：1
2022-06-27 11:16:25:526  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-06-27 11:16:25:555  preprocess:磁钢信号预处理完成，位置标记：0
2022-06-27 11:16:25:560  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-06-27 11:16:25:570  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-06-27 11:16:25:578  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:16:25:580  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:16:25:582  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:16:25:584  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:16:25:586  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:16:25:588  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:16:25:591  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:16:25:593  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:16:25:594  车速为：72.2513位置标记为：0
2022-06-27 11:16:25:600  vibrationCalculate:计算完成, 位置标记：0
2022-06-27 11:16:25:728  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-06-27 11:22:41:761  preprocess:磁钢信号预处理完成，位置标记：1
2022-06-27 11:22:41:764  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-06-27 11:22:41:773  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-06-27 11:22:41:781  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:22:41:782  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:22:41:784  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:22:41:786  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:22:41:788  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:22:41:790  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:22:41:791  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:22:41:793  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:22:41:794  车速为：72.2513位置标记为：1
2022-06-27 11:22:41:800  vibrationCalculate:计算完成, 位置标记：1
2022-06-27 11:22:41:916  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-06-27 11:22:41:941  preprocess:磁钢信号预处理完成，位置标记：0
2022-06-27 11:22:41:945  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-06-27 11:22:41:954  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-06-27 11:22:41:962  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:22:41:963  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:22:41:965  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:22:41:966  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:22:41:968  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:22:41:970  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:22:41:972  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:22:41:973  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:22:41:974  车速为：72.2513位置标记为：0
2022-06-27 11:22:41:981  vibrationCalculate:计算完成, 位置标记：0
2022-06-27 11:22:42:095  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-06-27 11:46:16:008  preprocess:磁钢信号预处理完成，位置标记：1
2022-06-27 11:46:16:012  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-06-27 11:46:16:021  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-06-27 11:46:16:028  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:16:030  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:16:032  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:16:033  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:16:035  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:16:037  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:16:038  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:16:040  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:16:041  车速为：72.2513位置标记为：1
2022-06-27 11:46:16:047  vibrationCalculate:计算完成, 位置标记：1
2022-06-27 11:46:16:160  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-06-27 11:46:16:186  preprocess:磁钢信号预处理完成，位置标记：0
2022-06-27 11:46:16:190  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-06-27 11:46:16:199  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-06-27 11:46:16:207  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:16:208  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:16:210  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:16:212  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:16:213  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:16:215  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:16:217  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:16:218  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:16:219  车速为：72.2513位置标记为：0
2022-06-27 11:46:16:226  vibrationCalculate:计算完成, 位置标记：0
2022-06-27 11:46:16:340  vibrationCalculate:振动特征值计算完成, 位置标记：0
2022-06-27 11:46:48:048  preprocess:磁钢信号预处理完成，位置标记：1
2022-06-27 11:46:48:051  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-06-27 11:46:48:063  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：1
2022-06-27 11:46:48:070  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:48:072  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:48:074  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:48:076  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:48:077  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:48:079  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:48:081  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:48:083  electricalTemperatureCalculate:电机温度计算完成, 位置标记：1
2022-06-27 11:46:48:083  车速为：72.2513位置标记为：1
2022-06-27 11:46:48:090  vibrationCalculate:计算完成, 位置标记：1
2022-06-27 11:46:48:207  vibrationCalculate:振动特征值计算完成, 位置标记：1
2022-06-27 11:46:48:234  preprocess:磁钢信号预处理完成，位置标记：0
2022-06-27 11:46:48:237  temperatureCalculate：G2分轮完成，分轮数尺度为：48
2022-06-27 11:46:48:247  temperatureCalculate：轴承端盖温度特征值计算完成, 位置标记：0
2022-06-27 11:46:48:254  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:48:255  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:48:257  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:48:259  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:48:261  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:48:263  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:48:264  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:48:266  electricalTemperatureCalculate:电机温度计算完成, 位置标记：0
2022-06-27 11:46:48:267  车速为：72.2513位置标记为：0
2022-06-27 11:46:48:273  vibrationCalculate:计算完成, 位置标记：0
2022-06-27 11:46:48:386  vibrationCalculate:振动特征值计算完成, 位置标记：0
